from_user|to_user|text
gotothelimit|Carolde|RT @DonnaMahoney14: @gotothelimit @Italian_Man5 @amishluver @Campy_the_Rat @Carolde @AdamSchiffCA @realDonaldTrump @chuckschumer @PabloLesl…
gotothelimit|AdamSchiffCA|RT @DonnaMahoney14: @gotothelimit @Italian_Man5 @amishluver @Campy_the_Rat @Carolde @AdamSchiffCA @realDonaldTrump @chuckschumer @PabloLesl…
gotothelimit|realDonaldTrump|RT @DonnaMahoney14: @gotothelimit @Italian_Man5 @amishluver @Campy_the_Rat @Carolde @AdamSchiffCA @realDonaldTrump @chuckschumer @PabloLesl…
gotothelimit|chuckschumer|RT @DonnaMahoney14: @gotothelimit @Italian_Man5 @amishluver @Campy_the_Rat @Carolde @AdamSchiffCA @realDonaldTrump @chuckschumer @PabloLesl…
gotothelimit|N/A|RT @DonnaMahoney14: @gotothelimit @Italian_Man5 @amishluver @Campy_the_Rat @Carolde @AdamSchiffCA @realDonaldTrump @chuckschumer @PabloLesl…
WeakMighty|texankulfi|@texankulfi @Liquatic @ChrystiTaylor No shirt, No shoes, No service.Abortion is a choice that goes both ways. If… https://t.co/5XtkwZ4IaO
WeakMighty|texankulfi|@texankulfi @Liquatic @ChrystiTaylor No shirt, No shoes, No service.Abortion is a choice that goes both ways. If… https://t.co/5XtkwZ4IaO
WeakMighty|Liquatic|@texankulfi @Liquatic @ChrystiTaylor No shirt, No shoes, No service.Abortion is a choice that goes both ways. If… https://t.co/5XtkwZ4IaO
WeakMighty|ChrystiTaylor|@texankulfi @Liquatic @ChrystiTaylor No shirt, No shoes, No service.Abortion is a choice that goes both ways. If… https://t.co/5XtkwZ4IaO
XDmaddieXD|goodoldcatchy|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
XDmaddieXD|N/A|RT @goodoldcatchy: Jesus wasn’t white. Trump isn’t a Christian. Trickle-down economics doesn’t work. A border wall isn’t feasible. Climate…
MaClSch|LifeSite|RT @LifeSite: BREAKING: Ohio Supreme Court upholds ruling shutting down city’s last abortion center https://t.co/S5jnpGp4qI
MaClSch|N/A|RT @LifeSite: BREAKING: Ohio Supreme Court upholds ruling shutting down city’s last abortion center https://t.co/S5jnpGp4qI
Crysinia_CNN|N/A|Controversy on Abortion in Crysinia. https://t.co/EehUWIOdUL
DaveDekker4|LiberalVenom|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
DaveDekker4|realDonaldTrump|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
DaveDekker4|GOP|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
DaveDekker4|N/A|RT @LiberalVenom: the @realDonaldTrump and @GOP vision for womenno birth control no abortionno equal payno welfareno family leaveno…
tashia729|DCampoamor|"RT @DCampoamor: Dear @ABC7Chicago: A man plotting to blow up multiple abortion clinics isn't an ""activist."" The word you're looking for i…"
tashia729|ABC7Chicago|"RT @DCampoamor: Dear @ABC7Chicago: A man plotting to blow up multiple abortion clinics isn't an ""activist."" The word you're looking for i…"
tashia729|N/A|"RT @DCampoamor: Dear @ABC7Chicago: A man plotting to blow up multiple abortion clinics isn't an ""activist."" The word you're looking for i…"
Coffee_Revolver|CleopatrasHat|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
Coffee_Revolver|McAlisterUSA|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
Coffee_Revolver|nehales|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
Coffee_Revolver|cherelle504|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
Coffee_Revolver|CNN|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
Coffee_Revolver|N/A|RT @CleopatrasHat: @McAlisterUSA @nehales @cherelle504 @CNN Jim Crow, anti-sodomy, and criminal abortion used to be laws, too. Laws can be…
mclemoremr|NARAL|RT @NARAL: Access to affordable birth control and abortion is critical to economic security. https://t.co/h9YPCk8Hw3  @Rewire_News #NotWith…
mclemoremr|Rewire_News|RT @NARAL: Access to affordable birth control and abortion is critical to economic security. https://t.co/h9YPCk8Hw3  @Rewire_News #NotWith…
mclemoremr|N/A|RT @NARAL: Access to affordable birth control and abortion is critical to economic security. https://t.co/h9YPCk8Hw3  @Rewire_News #NotWith…
kylawaring|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
kylawaring|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
MaClSch|LifeSite|RT @LifeSite: Horrified medical student: I was pro-choice, but I just saw a baby torn limb from limb in abortion https://t.co/Kr9zTgPoks
MaClSch|N/A|RT @LifeSite: Horrified medical student: I was pro-choice, but I just saw a baby torn limb from limb in abortion https://t.co/Kr9zTgPoks
Blackswan725|JordanUhl|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
Blackswan725|N/A|RT @JordanUhl: *Terrorist https://t.co/XYBni4jLoK
sherrie_hawes|usccbprolife|RT @usccbprolife: Let Congress know: Medical personnel shouldn't be forced to participate in abortion! #NoAbortionCoercion https://t.co/5vk…
sherrie_hawes|N/A|RT @usccbprolife: Let Congress know: Medical personnel shouldn't be forced to participate in abortion! #NoAbortionCoercion https://t.co/5vk…
rosecaroline9|lifeinstitute|RT @lifeinstitute: So Sinn Féin don't want any 'alternative facts' in the Abortion Referendum, like, y'know: The preborn baby is a human be…
rosecaroline9|N/A|RT @lifeinstitute: So Sinn Féin don't want any 'alternative facts' in the Abortion Referendum, like, y'know: The preborn baby is a human be…
tman3699|pdabrosca|"RT @pdabrosca: ""You're better off killing it."" - Planned Parenthood https://t.co/L7X9IPxRkG"
tman3699|N/A|"RT @pdabrosca: ""You're better off killing it."" - Planned Parenthood https://t.co/L7X9IPxRkG"
Ciara44715061|Savethe8thInfo|RT @Savethe8thInfo: But 1 abortion campaigner in MACROOM tried 2 stop pro-life message being shown &amp; attempted 2 VANDALISE the van. True to…
Ciara44715061|N/A|RT @Savethe8thInfo: But 1 abortion campaigner in MACROOM tried 2 stop pro-life message being shown &amp; attempted 2 VANDALISE the van. True to…
whatsitalabut|berniequinn|@berniequinn I once wondered why people with pro-abortion views &amp; a respect for people with disabilities are so enr… https://t.co/IIBPLVd4bT
whatsitalabut|berniequinn|@berniequinn I once wondered why people with pro-abortion views &amp; a respect for people with disabilities are so enr… https://t.co/IIBPLVd4bT
KarmaCafe2017|benshapiro|@benshapiro https://t.co/mRZF82zpEQ
KarmaCafe2017|benshapiro|@benshapiro https://t.co/mRZF82zpEQ
BIGBRUTHABUBBA|Spark14_|"@Spark14_ But what if they say ""an abortion could've stopped Jesus"" 🤔"
BIGBRUTHABUBBA|Spark14_|"@Spark14_ But what if they say ""an abortion could've stopped Jesus"" 🤔"
gumptionology|paul_critchlow|RT @paul_critchlow: @artsytype_83 @Bonn5 @c_of_e @JustinWelby It’s not just about being welcomed in the Church, it’s a wider societal issue…
gumptionology|artsytype_83|RT @paul_critchlow: @artsytype_83 @Bonn5 @c_of_e @JustinWelby It’s not just about being welcomed in the Church, it’s a wider societal issue…
gumptionology|Bonn5|RT @paul_critchlow: @artsytype_83 @Bonn5 @c_of_e @JustinWelby It’s not just about being welcomed in the Church, it’s a wider societal issue…
gumptionology|c_of_e|RT @paul_critchlow: @artsytype_83 @Bonn5 @c_of_e @JustinWelby It’s not just about being welcomed in the Church, it’s a wider societal issue…
gumptionology|JustinWelby|RT @paul_critchlow: @artsytype_83 @Bonn5 @c_of_e @JustinWelby It’s not just about being welcomed in the Church, it’s a wider societal issue…
gumptionology|N/A|RT @paul_critchlow: @artsytype_83 @Bonn5 @c_of_e @JustinWelby It’s not just about being welcomed in the Church, it’s a wider societal issue…
kickasschicken|trainspeedhump|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
kickasschicken|Barnaby_Joyce|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
kickasschicken|N/A|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
mike_Zollo|POLITICSandFUN|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
mike_Zollo|N/A|RT @POLITICSandFUN: Worst Genocides In Modern History: Mao Zedong  34,300,000+💀Stalin                 23,000,000+💀Hitler…
rosecaroline9|Savethe8thInfo|RT @Savethe8thInfo: READ OUR PRESS STATEMENT ON THE LAUNCH ON TUESDAY PLUS MEDIA LINKS AND PHOTOS. The Reality of Repeal is abortion on dem…
rosecaroline9|N/A|RT @Savethe8thInfo: READ OUR PRESS STATEMENT ON THE LAUNCH ON TUESDAY PLUS MEDIA LINKS AND PHOTOS. The Reality of Repeal is abortion on dem…
RonPowers3|EquityForward|RT @EquityForward: Let's tell new HHS Secretary Alex Azar that anti-abortion crusader Scott Lloyd is unfit for his position. Does Sec. Azar…
RonPowers3|N/A|RT @EquityForward: Let's tell new HHS Secretary Alex Azar that anti-abortion crusader Scott Lloyd is unfit for his position. Does Sec. Azar…
AzzatAlsaleem|GET4208|RT @GET4208: #MMGA 🇺🇸Sick of all the pro #Sharia going on within our great state? Sick of a Govenor who is for big gov, supports abortion,…
AzzatAlsaleem|N/A|RT @GET4208: #MMGA 🇺🇸Sick of all the pro #Sharia going on within our great state? Sick of a Govenor who is for big gov, supports abortion,…
cb_johns|N/A|Mirror images of each other. https://t.co/RQcUquwuh9
Crysinia_CNN|N/A|Controversy on Abortion in Crysinia https://t.co/EehUWIOdUL
19beersin|doublemartini_|RT @doublemartini_: I love abortion so much everyone should get one they should be free on the tax payers dime along with vasectomies, birt…
19beersin|N/A|RT @doublemartini_: I love abortion so much everyone should get one they should be free on the tax payers dime along with vasectomies, birt…
19beersin|doublemartini_|RT @doublemartini_: the entire concept of abortion makes me so happy I want to cry sometimes
19beersin|N/A|RT @doublemartini_: the entire concept of abortion makes me so happy I want to cry sometimes
markfromhalsey|lynnroe52|RT @lynnroe52: @_StandUpNow @SenFeinstein This is a great question.  The Republicans &amp; Trump are UNDOING issues that have been resolved.  Q…
markfromhalsey|_StandUpNow|RT @lynnroe52: @_StandUpNow @SenFeinstein This is a great question.  The Republicans &amp; Trump are UNDOING issues that have been resolved.  Q…
markfromhalsey|SenFeinstein|RT @lynnroe52: @_StandUpNow @SenFeinstein This is a great question.  The Republicans &amp; Trump are UNDOING issues that have been resolved.  Q…
markfromhalsey|N/A|RT @lynnroe52: @_StandUpNow @SenFeinstein This is a great question.  The Republicans &amp; Trump are UNDOING issues that have been resolved.  Q…
lizgeorge54|ChristianPost|RT @ChristianPost: In Denmark, the abortion rate for Down syndrome babies is 98 percent. https://t.co/LCVtThbL7K
lizgeorge54|N/A|RT @ChristianPost: In Denmark, the abortion rate for Down syndrome babies is 98 percent. https://t.co/LCVtThbL7K
CherylM_D2i|N/A|That’s right. https://t.co/5pPeVnyAM3
Irishprolifer|LawlessRoisin|"RT @LawlessRoisin: Why can't we extend abortion to after the baby is born?""After Birth Abortion"".Discussed in this BMJ article.Abortion…"
Irishprolifer|N/A|"RT @LawlessRoisin: Why can't we extend abortion to after the baby is born?""After Birth Abortion"".Discussed in this BMJ article.Abortion…"
Donald_Jailtime|EagleEdMartin|@EagleEdMartin Prediction: It will be revealed that a porn star mistress of Donald Trump had an abortion when she f… https://t.co/Z4S94Eobyh
Donald_Jailtime|EagleEdMartin|@EagleEdMartin Prediction: It will be revealed that a porn star mistress of Donald Trump had an abortion when she f… https://t.co/Z4S94Eobyh
Axeman_66|LeahRBoss|RT @LeahRBoss: Never let the left lecture you on how much Republicans hate blacks, poor folks, or the disabled. 4x as many black babies a…
Axeman_66|N/A|RT @LeahRBoss: Never let the left lecture you on how much Republicans hate blacks, poor folks, or the disabled. 4x as many black babies a…
EmmaMurphy12150|MichaelKellyIC|RT @MichaelKellyIC: Most pro-life activists expect this sort of intimidation to continue from #repealthe8th - I wonder why they’re so keen…
EmmaMurphy12150|N/A|RT @MichaelKellyIC: Most pro-life activists expect this sort of intimidation to continue from #repealthe8th - I wonder why they’re so keen…
manncaro|N/A|Thank you for sharing. https://t.co/w1kxDyHpWd
Irishprolifer|LawlessRoisin|"RT @LawlessRoisin: The US just passed""The Born-Alive Abortion Survivors Protection Act"".It obligates healthcare workers to provide a spec…"
Irishprolifer|N/A|"RT @LawlessRoisin: The US just passed""The Born-Alive Abortion Survivors Protection Act"".It obligates healthcare workers to provide a spec…"
MichelleLavoie|Kragar_LGF|"RT @Kragar_LGF: ""anti-abortion activist""Nope, the word you're looking for is TERRORIST https://t.co/ApaDiJDRFQ"
MichelleLavoie|N/A|"RT @Kragar_LGF: ""anti-abortion activist""Nope, the word you're looking for is TERRORIST https://t.co/ApaDiJDRFQ"
theratzpack|cnalive|RT @cnalive: “U.S. tax dollars have no business going to organizations that are unwilling to pursue health outcomes for every person and in…
theratzpack|N/A|RT @cnalive: “U.S. tax dollars have no business going to organizations that are unwilling to pursue health outcomes for every person and in…
MickKime|trainspeedhump|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
MickKime|Barnaby_Joyce|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
MickKime|N/A|"RT @trainspeedhump: It never was an ""affair of the heart"" or a relationship between people who were ""madly in love"" - @Barnaby_Joyce is a c…"
StillKicking62|LiveActionNews|RT @LiveActionNews: Actor Stephen Baldwin: You can't be Christian and support abortion.  https://t.co/eTnOkVqPo6
StillKicking62|N/A|RT @LiveActionNews: Actor Stephen Baldwin: You can't be Christian and support abortion.  https://t.co/eTnOkVqPo6
fernhilldammit|evangie|@evangie @billbow47 @GMA4Trump_ @jilladairmakeup @ride_stuff @auntmushy @melBELL_USA @Bluepuppy @DavidGr78574965 Yo… https://t.co/eOmVOwS07U
fernhilldammit|evangie|@evangie @billbow47 @GMA4Trump_ @jilladairmakeup @ride_stuff @auntmushy @melBELL_USA @Bluepuppy @DavidGr78574965 Yo… https://t.co/eOmVOwS07U
